time_s,phase,command_abs_vx_mps,mean_linear_speed_mps,p95_linear_speed_mps,mean_angular_speed_rps,p95_angular_speed_rps,mean_tilt_deg,p95_tilt_deg,mean_height_m,mean_abs_lateral_m,p95_abs_lateral_m,mean_abs_heading_deg,p95_abs_heading_deg,settled_fraction,fall_fraction
1.64,move,0.1,0.17558468878269196,0.22219426929950714,0.5423023700714111,1.3316686153411865,7.256715774536133,8.581781387329102,0.16487058997154236,0.029813241213560104,0.04640393331646919,0.9048677682876587,2.2076797485351562,0.0,0.0
1.66,move,0.1,0.18906337022781372,0.2582126259803772,0.7198282480239868,1.5457918643951416,7.313901901245117,8.6232271194458,0.16513171792030334,0.02811260335147381,0.043668098747730255,0.9459680318832397,2.5920257568359375,0.0,0.0
1.68,move,0.1,0.2014535665512085,0.2870335876941681,0.9235514402389526,1.583964467048645,7.423078536987305,8.972726821899414,0.16482427716255188,0.02589668147265911,0.04023483395576477,1.0346386432647705,3.056936740875244,0.0,0.0
1.7,move,0.1,0.22880493104457855,0.3121051490306854,1.0723536014556885,1.5623506307601929,7.5151848793029785,9.257521629333496,0.1638847291469574,0.02288380078971386,0.03599315509200096,1.1370415687561035,4.580587863922119,0.0,0.0
1.72,move,0.1,0.2720443606376648,0.3567715585231781,1.201648473739624,1.5845836400985718,7.4566521644592285,9.440865516662598,0.1621333211660385,0.019060082733631134,0.030520351603627205,1.2485774755477905,5.507312774658203,0.0,0.0
1.74,move,0.1,0.30965930223464966,0.42489781975746155,1.3615384101867676,1.8616517782211304,7.1429443359375,9.418411254882812,0.15967878699302673,0.014475876465439796,0.025246888399124146,1.2980164289474487,6.268953800201416,0.0,0.0
1.76,move,0.1,0.3057757616043091,0.4423810839653015,1.3962585926055908,1.8107376098632812,6.400082588195801,9.586760520935059,0.15728744864463806,0.009944641962647438,0.019542299211025238,1.3005409240722656,6.91911506652832,0.0,0.0
1.78,move,0.1,0.29592984914779663,0.488099068403244,1.3518199920654297,1.8769088983535767,5.665924072265625,8.919636726379395,0.15499110519886017,0.008154399693012238,0.01597442291676998,1.6789922714233398,7.2509894371032715,0.0,0.0
1.8,move,0.1,0.2717652916908264,0.5147213935852051,1.2793457508087158,2.0607762336730957,5.190958023071289,8.143045425415039,0.15278013050556183,0.008884603157639503,0.0185400303453207,2.088611125946045,7.273626327514648,0.0,0.0
1.82,move,0.1,0.21595148742198944,0.3560027480125427,1.0298486948013306,1.4768890142440796,4.846217155456543,7.058452129364014,0.1523178368806839,0.009885432198643684,0.020670654252171516,2.307131290435791,7.189187049865723,0.0,0.0
1.84,move,0.1,0.17737391591072083,0.3263467848300934,0.9078181982040405,1.397159218788147,4.612691879272461,6.976288318634033,0.15307044982910156,0.010829941369593143,0.021601032465696335,2.4087822437286377,6.113749027252197,0.0,0.0
1.86,move,0.1,0.1393773853778839,0.24908675253391266,0.7100145816802979,1.3552613258361816,4.6356353759765625,6.48380708694458,0.15438684821128845,0.011666021309792995,0.023153988644480705,2.360461711883545,4.597478866577148,0.0,0.0
1.88,move,0.1,0.13088282942771912,0.20315423607826233,0.694164514541626,1.106092095375061,4.892834663391113,7.021546363830566,0.1556355059146881,0.012209789827466011,0.023902667686343193,2.192110538482666,4.039224147796631,0.0,0.0
1.9,move,0.1,0.16383931040763855,0.20768028497695923,0.7138254642486572,1.061630129814148,5.27304744720459,7.473045825958252,0.15679648518562317,0.012664763256907463,0.02384299412369728,1.9074962139129639,3.673064708709717,0.0,0.0
1.92,move,0.1,0.20086881518363953,0.23066352307796478,0.6446278095245361,1.189764380455017,5.58967399597168,7.597030162811279,0.15803661942481995,0.013393038883805275,0.02307802066206932,1.6168038845062256,3.2065420150756836,0.0,0.0
1.94,move,0.1,0.22748732566833496,0.29873985052108765,0.7388246059417725,1.513209581375122,5.816214561462402,7.2395219802856445,0.1589711606502533,0.014735233038663864,0.021868109703063965,1.3474562168121338,2.561840295791626,0.0,0.0
1.96,move,0.1,0.255068838596344,0.3517623543739319,0.9148440361022949,1.6861655712127686,6.006825923919678,7.096466064453125,0.15951791405677795,0.016750723123550415,0.022734398022294044,1.1676678657531738,2.6785850524902344,0.0,0.0
