trial,direction,fell,settled,settle_time_s,pre_stop_directed_speed_mps,final_linear_speed_mps,final_angular_speed_rps,final_tilt_deg,max_post_stop_tilt_deg,max_post_stop_drift_m,max_abs_lateral_m,max_abs_heading_deg
93,backward,False,True,0.2199999988079071,0.013126660138368607,0.0021019226405769587,0.035779934376478195,7.907331466674805,7.907331466674805,0.004077647812664509,0.026937002316117287,1.7301868200302124
94,backward,False,True,0.19999998807907104,0.022518031299114227,0.0006518300506286323,0.05109274759888649,7.695594787597656,7.695747375488281,0.010996607132256031,0.026352010667324066,1.727742314338684
95,backward,False,True,0.23999999463558197,0.01976734586060047,0.002078298246487975,0.02947641909122467,7.851480007171631,7.97553014755249,0.0027610568795353174,0.026580501347780228,4.409811019897461
96,backward,False,True,0.2199999988079071,0.02040470391511917,0.0021485702600330114,0.029649168252944946,7.791175365447998,7.794072151184082,0.002996840514242649,0.02878553979098797,1.689327359199524
97,backward,False,True,0.2199999988079071,0.015533177182078362,0.0015128914965316653,0.03673196956515312,7.571186065673828,7.5750203132629395,0.01220340933650732,0.027326121926307678,1.921016812324524
98,backward,False,True,0.2199999988079071,0.016535647213459015,0.0025548418052494526,0.033756669610738754,7.833459377288818,7.852580547332764,0.0015482044545933604,0.02391950972378254,3.4094715118408203
99,backward,False,True,0.2199999988079071,0.01673341915011406,0.0022792620584368706,0.0355488657951355,7.903632164001465,7.905022621154785,0.005399708636105061,0.030754225328564644,2.089367151260376
100,backward,False,True,0.2199999988079071,0.02406769059598446,0.0035624734591692686,0.010584409348666668,7.206500053405762,7.259636402130127,0.007547644432634115,0.034439489245414734,1.1609998941421509
101,backward,False,True,0.19999998807907104,0.015277941711246967,0.0015821438282728195,0.032947223633527756,7.6879143714904785,7.697251796722412,0.0038768770173192024,0.03054206445813179,1.1688352823257446
102,backward,False,True,0.23999999463558197,0.018273722380399704,0.0024046089965850115,0.037181705236434937,7.817056179046631,7.890931129455566,0.010761228390038013,0.024882366880774498,5.681363582611084
103,backward,False,True,0.2199999988079071,0.019107218831777573,0.0021687126718461514,0.02418948896229267,7.776475429534912,7.813262462615967,0.004306454677134752,0.027878090739250183,1.5079716444015503
104,backward,False,True,0.19999998807907104,0.014610602520406246,0.0014604165917262435,0.03063257224857807,7.76642370223999,7.770492076873779,0.004244046285748482,0.032893165946006775,1.2803661823272705
105,backward,False,True,0.2199999988079071,0.01997356116771698,0.0014660387532785535,0.032237619161605835,7.702757835388184,7.702757835388184,0.005081661511212587,0.03221536800265312,1.650394320487976
106,backward,False,True,0.23999999463558197,0.01572740636765957,0.002138314303010702,0.03706345707178116,7.784396648406982,7.793367385864258,0.007252144161611795,0.02713281475007534,1.7715611457824707
107,backward,False,True,0.19999998807907104,0.013647327199578285,0.0009488602518104017,0.032538048923015594,7.818286418914795,7.822276592254639,0.0060814847238361835,0.036385152488946915,1.7502557039260864
108,backward,False,True,0.23999999463558197,0.01698610931634903,0.0031992560252547264,0.020643169060349464,7.0904412269592285,7.094313621520996,0.00956753920763731,0.0299578495323658,1.362560510635376
109,backward,False,True,0.19999998807907104,0.02205733023583889,0.0012929807417094707,0.039504554122686386,7.730201721191406,7.730201721191406,0.003298149909824133,0.026765283197164536,2.179264783859253
110,backward,False,True,0.2199999988079071,0.01618189737200737,0.0015525169437751174,0.03493046760559082,7.820745944976807,7.820745944976807,0.004700819496065378,0.02808116003870964,3.4110629558563232
111,backward,False,True,0.2199999988079071,0.020222026854753494,0.002137770876288414,0.03015945665538311,7.57882833480835,7.5823750495910645,0.011395351961255074,0.02501467429101467,1.5960484743118286
112,backward,False,True,0.2199999988079071,0.017641600221395493,0.0018667039694264531,0.02289934642612934,7.841249465942383,7.841249465942383,0.005656727124005556,0.03580787032842636,2.0209527015686035
113,backward,False,True,0.19999998807907104,0.01722494512796402,0.001095450483262539,0.032152898609638214,7.612493515014648,7.617569923400879,0.010987422429025173,0.028015978634357452,1.5306857824325562
114,backward,False,True,0.2199999988079071,0.01937926933169365,0.0012734264601022005,0.038267865777015686,7.862647533416748,7.948533058166504,0.007989137433469296,0.026330726221203804,2.553560495376587
115,backward,False,True,0.2199999988079071,0.022269422188401222,0.0009943126933649182,0.03906191140413284,7.753270626068115,7.763035774230957,0.003333956701681018,0.0263799000531435,1.6922528743743896
116,backward,False,True,0.19999998807907104,0.016735954210162163,0.0010947681730613112,0.036411087960004807,7.599566459655762,7.6036200523376465,0.008582687005400658,0.026229780167341232,2.043761730194092
117,backward,False,True,0.2199999988079071,0.014642786234617233,0.0028492386918514967,0.033879682421684265,7.811906814575195,7.851430416107178,0.0035579230170696974,0.030477778986096382,2.417158603668213
118,backward,False,True,0.2199999988079071,0.013665378093719482,0.002668567933142185,0.028628043830394745,7.82832145690918,8.002117156982422,0.005107203498482704,0.027535568922758102,3.3424103260040283
119,backward,False,True,0.19999998807907104,0.022878849878907204,0.0012407670728862286,0.03932160139083862,7.631983280181885,7.640696048736572,0.010824107564985752,0.033084314316511154,1.8610097169876099
120,backward,False,True,0.19999998807907104,0.015750469639897346,0.0013392138062044978,0.03712637349963188,7.77579402923584,7.77579402923584,0.007543012034147978,0.029995035380125046,1.4838536977767944
121,backward,False,True,0.19999998807907104,0.016136540099978447,0.0019999940413981676,0.03328345715999603,7.899136066436768,8.010110855102539,0.0031473333947360516,0.03344946727156639,3.376467704772949
122,backward,False,True,0.3199999928474426,0.026947680860757828,0.0008299424080178142,0.02904324233531952,7.665493965148926,7.67056131362915,0.0122233210131526,0.028681643307209015,1.9216833114624023
123,backward,False,True,0.19999998807907104,0.016270529478788376,0.0029121492989361286,0.0210122000426054,7.529158592224121,7.536816596984863,0.006886299699544907,0.02761194296181202,3.724308729171753
124,backward,False,True,0.2199999988079071,0.015501480549573898,0.0026883853133767843,0.03320769965648651,7.797269821166992,7.806050777435303,0.009376944042742252,0.029514599591493607,2.2160134315490723
125,backward,False,True,0.23999999463558197,0.018728740513324738,0.0001963330287253484,0.044388096779584885,7.712458610534668,7.724155902862549,0.008116697892546654,0.029649028554558754,1.8343278169631958
126,backward,False,True,0.2199999988079071,0.014833335764706135,0.0013801881577819586,0.030672309920191765,7.792108058929443,7.795734882354736,0.011656472459435463,0.030166544020175934,1.5539072751998901
127,backward,False,True,0.23999999463558197,0.01439612079411745,0.0005742707289755344,0.03447290137410164,7.754688739776611,7.79157829284668,0.006350342649966478,0.028894033282995224,1.3784071207046509
