trial,direction,fell,settled,settle_time_s,pre_stop_directed_speed_mps,final_linear_speed_mps,final_angular_speed_rps,final_tilt_deg,max_post_stop_tilt_deg,max_post_stop_drift_m
109,backward,False,True,0.6200000047683716,0.019527478143572807,0.0019233403727412224,0.026877596974372864,10.966611862182617,11.503809928894043,0.03849975764751434
110,backward,False,True,0.6399999856948853,0.042588941752910614,0.001981009729206562,0.028417835012078285,10.9678316116333,10.971691131591797,0.036394260823726654
111,backward,False,True,0.5999999642372131,0.07240135222673416,0.0026375120505690575,0.02572849579155445,10.96684455871582,10.97143840789795,0.03242143988609314
112,backward,False,True,0.5600000023841858,0.0895984023809433,0.003067028010264039,0.02776501514017582,11.038580894470215,11.039186477661133,0.03180450201034546
113,backward,False,True,0.6200000047683716,0.031626131385564804,0.0028566753026098013,0.024122994393110275,10.908023834228516,11.016013145446777,0.04034087061882019
114,backward,False,True,0.6200000047683716,0.07068626582622528,0.002360209822654724,0.020192943513393402,10.957164764404297,10.962122917175293,0.032725706696510315
115,backward,False,True,0.5600000023841858,0.09664683043956757,0.002593774115666747,0.03571414202451706,11.045854568481445,11.051772117614746,0.024217141792178154
116,backward,False,True,0.5399999618530273,0.09333740919828415,0.0027593860868364573,0.03254479542374611,11.037010192871094,11.038206100463867,0.021711712703108788
117,backward,False,True,0.5799999833106995,0.07876212894916534,0.002350799972191453,0.0294187068939209,11.03369140625,11.03369140625,0.03251709043979645
118,backward,False,True,0.5799999833106995,0.0940341055393219,0.0021329070441424847,0.02906796894967556,11.018424987792969,11.019158363342285,0.025195637717843056
119,backward,False,True,0.5799999833106995,0.08806512504816055,0.002799829002469778,0.031841449439525604,11.022265434265137,11.044090270996094,0.02627263031899929
120,backward,False,True,0.5799999833106995,0.059613876044750214,0.0033454701770097017,0.032261863350868225,11.002278327941895,11.007770538330078,0.03480195999145508
121,backward,False,True,0.6399999856948853,0.029435228556394577,0.003749815747141838,0.030762821435928345,10.9392728805542,10.944400787353516,0.03918784111738205
122,backward,False,True,0.6800000071525574,0.04261321574449539,0.0031098865438252687,0.03733576089143753,10.929892539978027,10.9392728805542,0.03776738792657852
123,backward,False,True,0.6200000047683716,0.07310880720615387,0.002165150595828891,0.03182903677225113,11.037081718444824,11.038473129272461,0.034709393978118896
124,backward,False,True,0.5600000023841858,0.09422416239976883,0.0030416948720812798,0.04509788379073143,11.023551940917969,11.036404609680176,0.023857591673731804
125,backward,False,True,0.6599999666213989,0.044839754700660706,0.002600990002974868,0.023996369913220406,10.931513786315918,10.936501502990723,0.03804020583629608
126,backward,False,True,0.6200000047683716,0.08344399929046631,0.0020828552078455687,0.03155306726694107,10.976606369018555,10.983760833740234,0.030966652557253838
127,backward,False,True,0.6599999666213989,0.03139754384756088,0.0032232010271400213,0.03262772411108017,10.957433700561523,10.96239185333252,0.03904169797897339
